!9/11/2017.2:20:37.PM
!RF.CORRECTION.OFF
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       	TRACE.1           	TRACE.2           	TRACE.3           	TRACE.4           
!PARAMETER:   	S21               	S12               	S21               	S22               
!GRAPH:       	LOGMAG.PHASE      	LOGMAG            	LOGMAG            	LOGMAG            
!SMOOTHING:   	OFF               	OFF               	OFF               	OFF               
!TIMEDOMAIN:  	NOT.INSTALLED     	NOT.INSTALLED     	NOT.INSTALLED     	NOT.INSTALLED     
PNT	FREQ1.GHZ	LOGMAG1	PHASE1.DEG	FREQ2.GHZ	LOGMAG2	FREQ3.GHZ	LOGMAG3	FREQ4.GHZ	LOGMAG4
189	0.045916823	2.136929E+001	165.6270000	0.045916823	-7.252160E+001	0.045916823	2.136929E+001	0.045916823	5.340884E+000
190	0.046290616	2.138379E+001	163.9815000	0.046290616	-6.577092E+001	0.046290616	2.138379E+001	0.046290616	5.358975E+000
191	0.046667451	2.140135E+001	162.3926000	0.046667451	-7.154721E+001	0.046667451	2.140135E+001	0.046667451	5.378506E+000
192	0.047047355	2.141765E+001	160.7567000	0.047047355	-7.917931E+001	0.047047355	2.141765E+001	0.047047355	5.394070E+000
193	0.047430351	2.143257E+001	159.0689000	0.047430351	-7.449104E+001	0.047430351	2.143257E+001	0.047430351	5.411461E+000
194	0.047816465	2.144839E+001	157.4287000	0.047816465	-6.896743E+001	0.047816465	2.144839E+001	0.047816465	5.426039E+000
195	0.048205722	2.146210E+001	155.7451000	0.048205722	-6.388863E+001	0.048205722	2.146210E+001	0.048205722	5.438965E+000
196	0.048598148	2.147723E+001	154.0231000	0.048598148	-6.412101E+001	0.048598148	2.147723E+001	0.048598148	5.452985E+000
197	0.048993768	2.149701E+001	152.3444000	0.048993768	-6.737504E+001	0.048993768	2.149701E+001	0.048993768	5.465529E+000
198	0.049392610	2.151663E+001	150.5707000	0.049392610	-6.467702E+001	0.049392610	2.151663E+001	0.049392610	5.474988E+000
199	0.049794698	2.153423E+001	148.8194000	0.049794698	-6.641910E+001	0.049794698	2.153423E+001	0.049794698	5.488362E+000
200	0.050200059	2.154541E+001	147.0460000	0.050200059	-6.686209E+001	0.050200059	2.154541E+001	0.050200059	5.493662E+000
201	0.050608720	2.156445E+001	145.2818000	0.050608720	-7.078227E+001	0.050608720	2.156445E+001	0.050608720	5.504150E+000
202	0.051020708	2.158037E+001	143.4733000	0.051020708	-6.364063E+001	0.051020708	2.158037E+001	0.051020708	5.512448E+000
203	0.051436050	2.160246E+001	141.6507000	0.051436050	-6.616747E+001	0.051436050	2.160246E+001	0.051436050	5.518899E+000
204	0.051854772	2.162051E+001	139.8193000	0.051854772	-6.596741E+001	0.051854772	2.162051E+001	0.051854772	5.530293E+000
205	0.052276904	2.163463E+001	137.9739000	0.052276904	-6.727664E+001	0.052276904	2.163463E+001	0.052276904	5.530290E+000
206	0.052702472	2.165585E+001	136.0841000	0.052702472	-6.940878E+001	0.052702472	2.165585E+001	0.052702472	5.533592E+000
207	0.053131504	2.167602E+001	134.2411000	0.053131504	-6.667119E+001	0.053131504	2.167602E+001	0.053131504	5.536040E+000
208	0.053564029	2.169366E+001	132.3241000	0.053564029	-7.011964E+001	0.053564029	2.169366E+001	0.053564029	5.533986E+000
209	0.054000075	2.170710E+001	130.4232000	0.054000075	-7.191745E+001	0.054000075	2.170710E+001	0.054000075	5.534932E+000
210	0.054439671	2.172595E+001	128.4633000	0.054439671	-7.049757E+001	0.054439671	2.172595E+001	0.054439671	5.536092E+000
211	0.054882845	2.174461E+001	126.5191000	0.054882845	-6.737178E+001	0.054882845	2.174461E+001	0.054882845	5.528753E+000
212	0.055329628	2.176491E+001	124.5446000	0.055329628	-7.511705E+001	0.055329628	2.176491E+001	0.055329628	5.522895E+000
213	0.055780047	2.178964E+001	122.5198000	0.055780047	-7.097761E+001	0.055780047	2.178964E+001	0.055780047	5.517956E+000
214	0.056234133	2.180610E+001	120.5032000	0.056234133	-7.323410E+001	0.056234133	2.180610E+001	0.056234133	5.508301E+000
215	0.056691915	2.182872E+001	118.4726000	0.056691915	-7.045988E+001	0.056691915	2.182872E+001	0.056691915	5.495891E+000
216	0.057153424	2.184216E+001	116.4562000	0.057153424	-6.340538E+001	0.057153424	2.184216E+001	0.057153424	5.490901E+000
217	0.057618690	2.186737E+001	114.3634000	0.057618690	-6.889705E+001	0.057618690	2.186737E+001	0.057618690	5.478731E+000
218	0.058087744	2.188278E+001	112.2797000	0.058087744	-7.912495E+001	0.058087744	2.188278E+001	0.058087744	5.465184E+000
219	0.058560616	2.190382E+001	110.1381000	0.058560616	-7.741917E+001	0.058560616	2.190382E+001	0.058560616	5.443079E+000
220	0.059037337	2.192570E+001	108.0087000	0.059037337	-7.810896E+001	0.059037337	2.192570E+001	0.059037337	5.429521E+000
221	0.059517939	2.194370E+001	105.8713000	0.059517939	-6.670494E+001	0.059517939	2.194370E+001	0.059517939	5.410752E+000
222	0.060002454	2.196803E+001	103.6895000	0.060002454	-8.032047E+001	0.060002454	2.196803E+001	0.060002454	5.389818E+000
223	0.060490913	2.198219E+001	101.4432000	0.060490913	-7.822553E+001	0.060490913	2.198219E+001	0.060490913	5.365090E+000
224	0.060983349	2.200696E+001	99.1898300	0.060983349	-6.318819E+001	0.060983349	2.200696E+001	0.060983349	5.337169E+000
225	0.061479793	2.202363E+001	96.9548300	0.061479793	-6.647052E+001	0.061479793	2.202363E+001	0.061479793	5.310361E+000
226	0.061980278	2.204456E+001	94.6805300	0.061980278	-7.313522E+001	0.061980278	2.204456E+001	0.061980278	5.281691E+000
227	0.062484838	2.206652E+001	92.3498200	0.062484838	-6.389679E+001	0.062484838	2.206652E+001	0.062484838	5.246931E+000
228	0.062993505	2.209054E+001	90.0596500	0.062993505	-6.813737E+001	0.062993505	2.209054E+001	0.062993505	5.209022E+000
229	0.063506313	2.210977E+001	87.6948600	0.063506313	-7.349342E+001	0.063506313	2.210977E+001	0.063506313	5.169330E+000
230	0.064023296	2.213285E+001	85.3372900	0.064023296	-7.673212E+001	0.064023296	2.213285E+001	0.064023296	5.132369E+000
231	0.064544487	2.214996E+001	82.9713800	0.064544487	-6.371609E+001	0.064544487	2.214996E+001	0.064544487	5.083801E+000
232	0.065069921	2.217432E+001	80.5669300	0.065069921	-6.588982E+001	0.065069921	2.217432E+001	0.065069921	5.046502E+000
233	0.065599633	2.219337E+001	78.1139800	0.065599633	-6.833991E+001	0.065599633	2.219337E+001	0.065599633	4.993317E+000
234	0.066133656	2.221338E+001	75.6140100	0.066133656	-6.905017E+001	0.066133656	2.221338E+001	0.066133656	4.945986E+000
235	0.066672027	2.223227E+001	73.1267200	0.066672027	-7.146275E+001	0.066672027	2.223227E+001	0.066672027	4.888837E+000
236	0.067214781	2.225191E+001	70.5916300	0.067214781	-7.107780E+001	0.067214781	2.225191E+001	0.067214781	4.833857E+000
237	0.067761953	2.227282E+001	67.9968500	0.067761953	-6.905075E+001	0.067761953	2.227282E+001	0.067761953	4.768763E+000
238	0.068313580	2.229006E+001	65.4202400	0.068313580	-6.763776E+001	0.068313580	2.229006E+001	0.068313580	4.707112E+000
239	0.068869696	2.230634E+001	62.8031300	0.068869696	-6.921426E+001	0.068869696	2.230634E+001	0.068869696	4.647099E+000
240	0.069430341	2.232063E+001	60.1591300	0.069430341	-7.672800E+001	0.069430341	2.232063E+001	0.069430341	4.570052E+000
241	0.069995549	2.234026E+001	57.4714000	0.069995549	-7.551518E+001	0.069995549	2.234026E+001	0.069995549	4.492894E+000
242	0.070565358	2.235529E+001	54.8168200	0.070565358	-7.607089E+001	0.070565358	2.235529E+001	0.070565358	4.412504E+000
243	0.071139806	2.237210E+001	52.0872300	0.071139806	-7.615272E+001	0.071139806	2.237210E+001	0.071139806	4.327333E+000
244	0.071718930	2.238983E+001	49.3444800	0.071718930	-7.965714E+001	0.071718930	2.238983E+001	0.071718930	4.241793E+000
245	0.072302769	2.240200E+001	46.5626900	0.072302769	-6.306854E+001	0.072302769	2.240200E+001	0.072302769	4.149755E+000
246	0.072891361	2.241228E+001	43.7268000	0.072891361	-6.943320E+001	0.072891361	2.241228E+001	0.072891361	4.055129E+000
247	0.073484744	2.242434E+001	40.8596500	0.073484744	-8.551118E+001	0.073484744	2.242434E+001	0.073484744	3.953989E+000
248	0.074082957	2.243489E+001	37.9733500	0.074082957	-7.320967E+001	0.074082957	2.243489E+001	0.074082957	3.854496E+000
249	0.074686041	2.244224E+001	35.0364500	0.074686041	-6.794343E+001	0.074686041	2.244224E+001	0.074686041	3.736672E+000
250	0.075294034	2.245719E+001	32.0465600	0.075294034	-6.905081E+001	0.075294034	2.245719E+001	0.075294034	3.619133E+000
251	0.075906976	2.245952E+001	29.0931600	0.075906976	-6.757941E+001	0.075906976	2.245952E+001	0.075906976	3.501649E+000
252	0.076524908	2.246559E+001	26.0618900	0.076524908	-6.711401E+001	0.076524908	2.246559E+001	0.076524908	3.375090E+000
253	0.077147871	2.247036E+001	23.0133300	0.077147871	-6.990634E+001	0.077147871	2.247036E+001	0.077147871	3.240173E+000
254	0.077775904	2.246917E+001	19.9704200	0.077775904	-6.534972E+001	0.077775904	2.246917E+001	0.077775904	3.103096E+000
255	0.078409051	2.247312E+001	16.8900900	0.078409051	-6.995045E+001	0.078409051	2.247312E+001	0.078409051	2.952997E+000
256	0.079047352	2.247370E+001	13.6995600	0.079047352	-7.684977E+001	0.079047352	2.247370E+001	0.079047352	2.800078E+000
257	0.079690848	2.246992E+001	10.5378000	0.079690848	-7.941860E+001	0.079690848	2.246992E+001	0.079690848	2.642544E+000
258	0.080339584	2.246767E+001	7.3189580	0.080339584	-6.717604E+001	0.080339584	2.246767E+001	0.080339584	2.466240E+000
259	0.080993600	2.245615E+001	4.0910850	0.080993600	-7.622451E+001	0.080993600	2.245615E+001	0.080993600	2.288445E+000
260	0.081652941	2.244688E+001	0.7933376	0.081652941	-7.774863E+001	0.081652941	2.244688E+001	0.081652941	2.107820E+000
261	0.082317649	2.243164E+001	-2.5347760	0.082317649	-7.541403E+001	0.082317649	2.243164E+001	0.082317649	1.914047E+000
262	0.082987768	2.241467E+001	-5.9085580	0.082987768	-6.500200E+001	0.082987768	2.241467E+001	0.082987768	1.703233E+000
263	0.083663342	2.239792E+001	-9.3360040	0.083663342	-7.389421E+001	0.083663342	2.239792E+001	0.083663342	1.493491E+000
264	0.084344416	2.237827E+001	-12.7455600	0.084344416	-6.397969E+001	0.084344416	2.237827E+001	0.084344416	1.270896E+000
265	0.085031035	2.235032E+001	-16.2431900	0.085031035	-6.350109E+001	0.085031035	2.235032E+001	0.085031035	1.031899E+000
266	0.085723243	2.232387E+001	-19.7519600	0.085723243	-6.886895E+001	0.085723243	2.232387E+001	0.085723243	7.794794E-001
267	0.086421086	2.228943E+001	-23.2471500	0.086421086	-7.715642E+001	0.086421086	2.228943E+001	0.086421086	5.268447E-001
268	0.087124610	2.225640E+001	-26.8247300	0.087124610	-6.633099E+001	0.087124610	2.225640E+001	0.087124610	2.435121E-001
269	0.087833861	2.222173E+001	-30.3683500	0.087833861	-6.504972E+001	0.087833861	2.222173E+001	0.087833861	-3.718969E-002
270	0.088548885	2.217529E+001	-33.9865000	0.088548885	-7.131863E+001	0.088548885	2.217529E+001	0.088548885	-3.572027E-001
271	0.089269731	2.213346E+001	-37.6154200	0.089269731	-7.477948E+001	0.089269731	2.213346E+001	0.089269731	-6.720970E-001
272	0.089996445	2.208440E+001	-41.2635900	0.089996445	-6.595731E+001	0.089996445	2.208440E+001	0.089996445	-1.016315E+000
273	0.090729074	2.203322E+001	-44.9497000	0.090729074	-7.425772E+001	0.090729074	2.203322E+001	0.090729074	-1.370074E+000
274	0.091467668	2.197645E+001	-48.6912500	0.091467668	-6.255297E+001	0.091467668	2.197645E+001	0.091467668	-1.763341E+000
275	0.092212274	2.191419E+001	-52.4817700	0.092212274	-6.592690E+001	0.092212274	2.191419E+001	0.092212274	-2.176775E+000
276	0.092962942	2.184479E+001	-56.2721400	0.092962942	-6.304829E+001	0.092962942	2.184479E+001	0.092962942	-2.602309E+000
277	0.093719721	2.177906E+001	-60.0996000	0.093719721	-6.754303E+001	0.093719721	2.177906E+001	0.093719721	-3.055995E+000
278	0.094482660	2.170194E+001	-63.9809400	0.094482660	-6.555216E+001	0.094482660	2.170194E+001	0.094482660	-3.551597E+000
279	0.095251811	2.162197E+001	-67.8625400	0.095251811	-6.410784E+001	0.095251811	2.162197E+001	0.095251811	-4.068933E+000
280	0.096027222	2.153776E+001	-71.7771100	0.096027222	-6.524314E+001	0.096027222	2.153776E+001	0.096027222	-4.634803E+000
281	0.096808946	2.145098E+001	-75.7083200	0.096808946	-6.697131E+001	0.096808946	2.145098E+001	0.096808946	-5.220842E+000
282	0.097597034	2.136088E+001	-79.6673500	0.097597034	-6.864523E+001	0.097597034	2.136088E+001	0.097597034	-5.863003E+000
283	0.098391537	2.126297E+001	-83.5936800	0.098391537	-6.522968E+001	0.098391537	2.126297E+001	0.098391537	-6.535232E+000
284	0.099192508	2.116274E+001	-87.6355300	0.099192508	-6.592477E+001	0.099192508	2.116274E+001	0.099192508	-7.242985E+000
285	0.100000000	2.104977E+001	-91.6162400	0.100000000	-6.707825E+001	0.100000000	2.104977E+001	0.100000000	-7.985058E+000
286	0.100814065	2.093182E+001	-95.6721000	0.100814065	-6.344870E+001	0.100814065	2.093182E+001	0.100814065	-8.738326E+000
287	0.101634757	2.082441E+001	-99.6712100	0.101634757	-6.886324E+001	0.101634757	2.082441E+001	0.101634757	-9.497877E+000
288	0.102462130	2.069879E+001	-103.6982000	0.102462130	-7.256148E+001	0.102462130	2.069879E+001	0.102462130	-1.018952E+001
289	0.103296238	2.057354E+001	-107.7559000	0.103296238	-6.811522E+001	0.103296238	2.057354E+001	0.103296238	-1.078637E+001
290	0.104137137	2.043973E+001	-111.8242000	0.104137137	-7.338744E+001	0.104137137	2.043973E+001	0.104137137	-1.118621E+001
291	0.104984881	2.030387E+001	-115.9185000	0.104984881	-6.774306E+001	0.104984881	2.030387E+001	0.104984881	-1.131816E+001
292	0.105839526	2.016616E+001	-120.0217000	0.105839526	-6.657991E+001	0.105839526	2.016616E+001	0.105839526	-1.115670E+001
293	0.106701129	2.002412E+001	-124.1757000	0.106701129	-6.646184E+001	0.106701129	2.002412E+001	0.106701129	-1.069310E+001
294	0.107569745	1.988177E+001	-128.3356000	0.107569745	-6.790632E+001	0.107569745	1.988177E+001	0.107569745	-1.004755E+001
295	0.108445433	1.973078E+001	-132.5293000	0.108445433	-6.305336E+001	0.108445433	1.973078E+001	0.108445433	-9.266603E+000
296	0.109328249	1.957684E+001	-136.7510000	0.109328249	-6.879962E+001	0.109328249	1.957684E+001	0.109328249	-8.423685E+000
297	0.110218253	1.941738E+001	-140.9849000	0.110218253	-6.854332E+001	0.110218253	1.941738E+001	0.110218253	-7.570189E+000
298	0.111115501	1.925188E+001	-145.2426000	0.111115501	-6.737674E+001	0.111115501	1.925188E+001	0.111115501	-6.715429E+000
299	0.112020053	1.908907E+001	-149.4476000	0.112020053	-6.161806E+001	0.112020053	1.908907E+001	0.112020053	-5.909779E+000
300	0.112931969	1.891418E+001	-153.6676000	0.112931969	-6.552675E+001	0.112931969	1.891418E+001	0.112931969	-5.138634E+000
301	0.113851309	1.873844E+001	-157.9143000	0.113851309	-6.259142E+001	0.113851309	1.873844E+001	0.113851309	-4.398369E+000
302	0.114778133	1.855990E+001	-162.1645000	0.114778133	-7.332594E+001	0.114778133	1.855990E+001	0.114778133	-3.705369E+000
303	0.115712501	1.837830E+001	-166.3967000	0.115712501	-6.540591E+001	0.115712501	1.837830E+001	0.115712501	-3.050553E+000
304	0.116654476	1.820244E+001	-170.6307000	0.116654476	-6.490102E+001	0.116654476	1.820244E+001	0.116654476	-2.432002E+000
305	0.117604120	1.801435E+001	-174.8824000	0.117604120	-6.713538E+001	0.117604120	1.801435E+001	0.117604120	-1.840731E+000
306	0.118561494	1.782691E+001	-179.1427000	0.118561494	-6.845378E+001	0.118561494	1.782691E+001	0.118561494	-1.284719E+000
307	0.119526661	1.763934E+001	176.5900000	0.119526661	-6.184962E+001	0.119526661	1.763934E+001	0.119526661	-7.519341E-001
308	0.120499686	1.744398E+001	172.3304000	0.120499686	-6.610181E+001	0.120499686	1.744398E+001	0.120499686	-2.558315E-001
309	0.121480632	1.724659E+001	168.0513000	0.121480632	-6.661896E+001	0.121480632	1.724659E+001	0.121480632	2.180754E-001
310	0.122469563	1.705426E+001	163.7673000	0.122469563	-6.755486E+001	0.122469563	1.705426E+001	0.122469563	6.800567E-001
311	0.123466545	1.685422E+001	159.4143000	0.123466545	-6.610677E+001	0.123466545	1.685422E+001	0.123466545	1.110718E+000
312	0.124471643	1.665412E+001	155.0883000	0.124471643	-6.679718E+001	0.124471643	1.665412E+001	0.124471643	1.527473E+000
313	0.125484923	1.644873E+001	150.6738000	0.125484923	-5.968739E+001	0.125484923	1.644873E+001	0.125484923	1.922723E+000
314	0.126506452	1.625438E+001	146.2873000	0.126506452	-7.479602E+001	0.126506452	1.625438E+001	0.126506452	2.301401E+000
315	0.127536297	1.604960E+001	141.8663000	0.127536297	-7.069832E+001	0.127536297	1.604960E+001	0.127536297	2.667518E+000
316	0.128574525	1.584976E+001	137.4672000	0.128574525	-6.858711E+001	0.128574525	1.584976E+001	0.128574525	3.018535E+000
317	0.129621206	1.564463E+001	133.0311000	0.129621206	-6.060831E+001	0.129621206	1.564463E+001	0.129621206	3.349298E+000
318	0.130676406	1.543578E+001	128.6089000	0.130676406	-6.370914E+001	0.130676406	1.543578E+001	0.130676406	3.670552E+000
319	0.131740197	1.523397E+001	124.1697000	0.131740197	-6.433978E+001	0.131740197	1.523397E+001	0.131740197	3.982838E+000
320	0.132812648	1.503361E+001	119.7548000	0.132812648	-6.676240E+001	0.132812648	1.503361E+001	0.132812648	4.279251E+000
321	0.133893830	1.482580E+001	115.3163000	0.133893830	-6.507821E+001	0.133893830	1.482580E+001	0.133893830	4.564525E+000
322	0.134983812	1.462223E+001	110.9003000	0.134983812	-6.336155E+001	0.134983812	1.462223E+001	0.134983812	4.841768E+000
323	0.136082668	1.441323E+001	106.4341000	0.136082668	-6.515588E+001	0.136082668	1.441323E+001	0.136082668	5.101867E+000
324	0.137190470	1.421471E+001	102.0034000	0.137190470	-6.117060E+001	0.137190470	1.421471E+001	0.137190470	5.355244E+000
325	0.138307290	1.400544E+001	97.5045100	0.138307290	-6.327594E+001	0.138307290	1.400544E+001	0.138307290	5.598682E+000
326	0.139433201	1.380615E+001	93.0329300	0.139433201	-6.651715E+001	0.139433201	1.380615E+001	0.139433201	5.838791E+000
327	0.140568278	1.360315E+001	88.5114900	0.140568278	-6.736369E+001	0.140568278	1.360315E+001	0.140568278	6.061624E+000
328	0.141712595	1.340034E+001	83.9617300	0.141712595	-6.698507E+001	0.141712595	1.340034E+001	0.141712595	6.277113E+000
329	0.142866228	1.319454E+001	79.4614300	0.142866228	-6.146506E+001	0.142866228	1.319454E+001	0.142866228	6.483123E+000
330	0.144029252	1.298704E+001	74.8941000	0.144029252	-6.513557E+001	0.144029252	1.298704E+001	0.144029252	6.682159E+000
331	0.145201743	1.278199E+001	70.3063700	0.145201743	-8.586318E+001	0.145201743	1.278199E+001	0.145201743	6.872352E+000
332	0.146383780	1.258991E+001	65.7389500	0.146383780	-7.325008E+001	0.146383780	1.258991E+001	0.146383780	7.058770E+000
333	0.147575439	1.239095E+001	61.0212700	0.147575439	-6.620134E+001	0.147575439	1.239095E+001	0.147575439	7.227817E+000
334	0.148776799	1.220004E+001	56.2661300	0.148776799	-6.416071E+001	0.148776799	1.220004E+001	0.148776799	7.399510E+000
335	0.149987939	1.200265E+001	51.4178300	0.149987939	-6.565623E+001	0.149987939	1.200265E+001	0.149987939	7.559223E+000
336	0.151208939	1.180545E+001	46.5661800	0.151208939	-6.998453E+001	0.151208939	1.180545E+001	0.151208939	7.709142E+000
337	0.152439878	1.160929E+001	41.7488400	0.152439878	-6.868459E+001	0.152439878	1.160929E+001	0.152439878	7.852554E+000
338	0.153680837	1.141768E+001	36.9026700	0.153680837	-6.362487E+001	0.153680837	1.141768E+001	0.153680837	7.994420E+000
339	0.154931899	1.122288E+001	32.0293300	0.154931899	-6.676505E+001	0.154931899	1.122288E+001	0.154931899	8.122400E+000
340	0.156193146	1.103085E+001	27.1513200	0.156193146	-6.331179E+001	0.156193146	1.103085E+001	0.156193146	8.246631E+000
341	0.157464660	1.083385E+001	22.2389700	0.157464660	-6.631686E+001	0.157464660	1.083385E+001	0.157464660	8.355461E+000
342	0.158746524	1.063840E+001	17.2428000	0.158746524	-6.861287E+001	0.158746524	1.063840E+001	0.158746524	8.459814E+000
343	0.160038824	1.044866E+001	12.2551900	0.160038824	-6.500489E+001	0.160038824	1.044866E+001	0.160038824	8.560066E+000
344	0.161341644	1.024526E+001	7.2151750	0.161341644	-6.421639E+001	0.161341644	1.024526E+001	0.161341644	8.648212E+000
345	0.162655070	1.005484E+001	2.1049890	0.162655070	-6.050484E+001	0.162655070	1.005484E+001	0.162655070	8.734167E+000
346	0.163979188	9.856232E+000	-2.9995720	0.163979188	-6.351785E+001	0.163979188	9.856232E+000	0.163979188	8.811642E+000
347	0.165314086	9.661732E+000	-8.1533240	0.165314086	-6.207335E+001	0.165314086	9.661732E+000	0.165314086	8.876592E+000
348	0.166659850	9.452360E+000	-13.3805100	0.166659850	-6.635924E+001	0.166659850	9.452360E+000	0.166659850	8.933146E+000
349	0.168016569	9.253160E+000	-18.5574100	0.168016569	-7.038548E+001	0.168016569	9.253160E+000	0.168016569	8.984968E+000
350	0.169384333	9.047829E+000	-23.8567300	0.169384333	-6.431038E+001	0.169384333	9.047829E+000	0.169384333	9.032910E+000
351	0.170763232	8.844987E+000	-29.1538200	0.170763232	-6.536107E+001	0.170763232	8.844987E+000	0.170763232	9.063193E+000
352	0.172153356	8.644300E+000	-34.4707500	0.172153356	-6.629361E+001	0.172153356	8.644300E+000	0.172153356	9.090857E+000
353	0.173554796	8.431227E+000	-39.8368500	0.173554796	-8.242532E+001	0.173554796	8.431227E+000	0.173554796	9.104651E+000
354	0.174967645	8.225659E+000	-45.2555600	0.174967645	-6.136259E+001	0.174967645	8.225659E+000	0.174967645	9.118982E+000
355	0.176391995	8.007277E+000	-50.6860300	0.176391995	-7.163879E+001	0.176391995	8.007277E+000	0.176391995	9.119686E+000
356	0.177827941	7.791800E+000	-56.1743200	0.177827941	-6.071659E+001	0.177827941	7.791800E+000	0.177827941	9.105337E+000
357	0.179275576	7.573354E+000	-61.6898500	0.179275576	-6.755047E+001	0.179275576	7.573354E+000	0.179275576	9.087017E+000
358	0.180734996	7.347850E+000	-67.2159900	0.180734996	-7.434161E+001	0.180734996	7.347850E+000	0.180734996	9.056494E+000
359	0.182206296	7.126957E+000	-72.8403200	0.182206296	-6.690597E+001	0.182206296	7.126957E+000	0.182206296	9.021606E+000
360	0.183689574	6.893377E+000	-78.5150400	0.183689574	-6.832278E+001	0.183689574	6.893377E+000	0.183689574	8.969907E+000
361	0.185184927	6.663740E+000	-84.2028700	0.185184927	-6.191105E+001	0.185184927	6.663740E+000	0.185184927	8.907880E+000
362	0.186692452	6.437638E+000	-89.9903400	0.186692452	-6.540698E+001	0.186692452	6.437638E+000	0.186692452	8.841933E+000
363	0.188212250	6.205490E+000	-95.7417100	0.188212250	-6.854366E+001	0.188212250	6.205490E+000	0.188212250	8.752502E+000
364	0.189744420	5.969672E+000	-101.5605000	0.189744420	-6.564576E+001	0.189744420	5.969672E+000	0.189744420	8.660535E+000
365	0.191289063	5.728991E+000	-107.5170000	0.191289063	-7.040118E+001	0.191289063	5.728991E+000	0.191289063	8.559688E+000
366	0.192846281	5.476971E+000	-113.4123000	0.192846281	-7.068984E+001	0.192846281	5.476971E+000	0.192846281	8.437521E+000
367	0.194416175	5.227557E+000	-119.2943000	0.194416175	-7.064264E+001	0.194416175	5.227557E+000	0.194416175	8.307150E+000
368	0.195998849	4.973172E+000	-125.1817000	0.195998849	-6.352824E+001	0.195998849	4.973172E+000	0.195998849	8.164131E+000
369	0.197594407	4.718851E+000	-131.0650000	0.197594407	-7.545358E+001	0.197594407	4.718851E+000	0.197594407	8.007338E+000
370	0.199202954	4.463665E+000	-136.9671000	0.199202954	-6.315965E+001	0.199202954	4.463665E+000	0.199202954	7.841313E+000
371	0.200824596	4.204743E+000	-142.9170000	0.200824596	-6.190851E+001	0.200824596	4.204743E+000	0.200824596	7.654356E+000
372	0.202459439	3.940427E+000	-148.9013000	0.202459439	-6.537530E+001	0.202459439	3.940427E+000	0.202459439	7.452550E+000
373	0.204107590	3.671849E+000	-154.9228000	0.204107590	-6.490674E+001	0.204107590	3.671849E+000	0.204107590	7.237383E+000
374	0.205769159	3.387670E+000	-161.0488000	0.205769159	-6.868318E+001	0.205769159	3.387670E+000	0.205769159	7.011302E+000
375	0.207444253	3.094652E+000	-167.0289000	0.207444253	-7.061687E+001	0.207444253	3.094652E+000	0.207444253	6.763505E+000
376	0.209132984	2.811644E+000	-173.0074000	0.209132984	-6.703564E+001	0.209132984	2.811644E+000	0.209132984	6.501799E+000
377	0.210835463	2.497195E+000	-179.0091000	0.210835463	-7.394946E+001	0.210835463	2.497195E+000	0.210835463	6.214907E+000
378	0.212551801	2.178648E+000	175.1670000	0.212551801	-6.637137E+001	0.212551801	2.178648E+000	0.212551801	5.921523E+000
379	0.214282111	1.915200E+000	169.4991000	0.214282111	-6.285671E+001	0.214282111	1.915200E+000	0.214282111	5.606393E+000
380	0.216026506	1.640670E+000	163.5564000	0.216026506	-6.952070E+001	0.216026506	1.640670E+000	0.216026506	5.265799E+000
381	0.217785103	1.357769E+000	157.6326000	0.217785103	-8.342149E+001	0.217785103	1.357769E+000	0.217785103	4.910800E+000
382	0.219558015	1.087429E+000	151.9572000	0.219558015	-6.086088E+001	0.219558015	1.087429E+000	0.219558015	4.540390E+000
383	0.221345360	8.660136E-001	146.1612000	0.221345360	-6.597407E+001	0.221345360	8.660136E-001	0.221345360	4.150712E+000
384	0.223147255	6.359731E-001	140.1294000	0.223147255	-6.170821E+001	0.223147255	6.359731E-001	0.223147255	3.741405E+000
385	0.224963819	3.791825E-001	134.0384000	0.224963819	-6.320036E+001	0.224963819	3.791825E-001	0.224963819	3.323474E+000
386	0.226795171	1.236779E-001	127.9453000	0.226795171	-5.649505E+001	0.226795171	1.236779E-001	0.226795171	2.895783E+000
387	0.228641431	-1.417385E-001	122.0014000	0.228641431	-6.326632E+001	0.228641431	-1.417385E-001	0.228641431	2.460896E+000
388	0.230502721	-3.741573E-001	116.0273000	0.230502721	-6.426900E+001	0.230502721	-3.741573E-001	0.230502721	2.025872E+000
389	0.232379163	-6.071712E-001	109.9963000	0.232379163	-6.177027E+001	0.232379163	-6.071712E-001	0.232379163	1.606425E+000
390	0.234270881	-8.446276E-001	103.9204000	0.234270881	-6.148710E+001	0.234270881	-8.446276E-001	0.234270881	1.211983E+000
391	0.236177998	-1.072480E+000	97.8590700	0.236177998	-6.129192E+001	0.236177998	-1.072480E+000	0.236177998	8.561351E-001
392	0.238100640	-1.286156E+000	91.6900300	0.238100640	-6.243343E+001	0.238100640	-1.286156E+000	0.238100640	5.657002E-001
393	0.240038934	-1.484149E+000	85.4356500	0.240038934	-6.203356E+001	0.240038934	-1.484149E+000	0.240038934	3.450040E-001
394	0.241993007	-1.655535E+000	79.0106000	0.241993007	-5.787547E+001	0.241993007	-1.655535E+000	0.241993007	2.289101E-001
395	0.243962988	-1.844993E+000	72.4521700	0.243962988	-6.156456E+001	0.243962988	-1.844993E+000	0.243962988	2.261692E-001
