!9/11/2017.2:18:52.PM
!RF.CORRECTION.OFF
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       	TRACE.1           	TRACE.2           	TRACE.3           	TRACE.4           
!PARAMETER:   	S21               	S12               	S21               	S22               
!GRAPH:       	LOGMAG.PHASE      	LOGMAG            	LOGMAG            	LOGMAG            
!SMOOTHING:   	OFF               	OFF               	OFF               	OFF               
!TIMEDOMAIN:  	NOT.INSTALLED     	NOT.INSTALLED     	NOT.INSTALLED     	NOT.INSTALLED     
PNT	FREQ1.GHZ	LOGMAG1	PHASE1.DEG	FREQ2.GHZ	LOGMAG2	FREQ3.GHZ	LOGMAG3	FREQ4.GHZ	LOGMAG4
19	0.011571250	1.425079E+001	136.3607000	0.011571250	-5.959940E+001	0.011571250	1.425079E+001	0.011571250	-1.751794E+000
20	0.011665448	1.424863E+001	136.0102000	0.011665448	-5.638496E+001	0.011665448	1.424863E+001	0.011665448	-1.716266E+000
21	0.011760412	1.425372E+001	135.6890000	0.011760412	-5.847680E+001	0.011760412	1.425372E+001	0.011760412	-1.690139E+000
22	0.011856149	1.425197E+001	135.3409000	0.011856149	-5.829955E+001	0.011856149	1.425197E+001	0.011856149	-1.663456E+000
23	0.011952666	1.425577E+001	134.9922000	0.011952666	-5.646851E+001	0.011952666	1.425577E+001	0.011952666	-1.634658E+000
24	0.012049969	1.425783E+001	134.6500000	0.012049969	-5.539482E+001	0.012049969	1.425783E+001	0.012049969	-1.600395E+000
25	0.012148063	1.425533E+001	134.3218000	0.012148063	-5.775521E+001	0.012148063	1.425533E+001	0.012148063	-1.576015E+000
26	0.012246956	1.425511E+001	134.0026000	0.012246956	-5.723396E+001	0.012246956	1.425511E+001	0.012246956	-1.543860E+000
27	0.012346655	1.425534E+001	133.6015000	0.012346655	-5.572283E+001	0.012346655	1.425534E+001	0.012346655	-1.507354E+000
28	0.012447164	1.426151E+001	133.2336000	0.012447164	-5.554739E+001	0.012447164	1.426151E+001	0.012447164	-1.474872E+000
29	0.012548492	1.425568E+001	132.9227000	0.012548492	-5.586794E+001	0.012548492	1.425568E+001	0.012548492	-1.444769E+000
30	0.012650645	1.425952E+001	132.5077000	0.012650645	-5.772091E+001	0.012650645	1.425952E+001	0.012650645	-1.413981E+000
31	0.012753630	1.425894E+001	132.1295000	0.012753630	-5.695582E+001	0.012753630	1.425894E+001	0.012753630	-1.380553E+000
32	0.012857453	1.425917E+001	131.7855000	0.012857453	-5.675760E+001	0.012857453	1.425917E+001	0.012857453	-1.344233E+000
33	0.012962121	1.426146E+001	131.4006000	0.012962121	-5.822102E+001	0.012962121	1.426146E+001	0.012962121	-1.309849E+000
34	0.013067641	1.426219E+001	131.0335000	0.013067641	-5.749059E+001	0.013067641	1.426219E+001	0.013067641	-1.283175E+000
35	0.013174020	1.426187E+001	130.6401000	0.013174020	-5.992410E+001	0.013174020	1.426187E+001	0.013174020	-1.243687E+000
36	0.013281265	1.425775E+001	130.2880000	0.013281265	-5.428635E+001	0.013281265	1.425775E+001	0.013281265	-1.211178E+000
37	0.013389383	1.426289E+001	129.8642000	0.013389383	-5.459792E+001	0.013389383	1.426289E+001	0.013389383	-1.177654E+000
38	0.013498381	1.426394E+001	129.4907000	0.013498381	-5.631895E+001	0.013498381	1.426394E+001	0.013498381	-1.144346E+000
39	0.013608267	1.426824E+001	129.1209000	0.013608267	-5.930659E+001	0.013608267	1.426824E+001	0.013608267	-1.121617E+000
40	0.013719047	1.426512E+001	128.6989000	0.013719047	-5.726373E+001	0.013719047	1.426512E+001	0.013719047	-1.077878E+000
41	0.013830729	1.426314E+001	128.3388000	0.013830729	-5.579738E+001	0.013830729	1.426314E+001	0.013830729	-1.037777E+000
42	0.013943320	1.426696E+001	127.9134000	0.013943320	-5.804336E+001	0.013943320	1.426696E+001	0.013943320	-1.006472E+000
43	0.014056828	1.427083E+001	127.5007000	0.014056828	-5.642978E+001	0.014056828	1.427083E+001	0.014056828	-9.670636E-001
44	0.014171259	1.427057E+001	127.0801000	0.014171259	-5.306555E+001	0.014171259	1.427057E+001	0.014171259	-9.351176E-001
45	0.014286623	1.426960E+001	126.6717000	0.014286623	-5.532193E+001	0.014286623	1.426960E+001	0.014286623	-9.016609E-001
46	0.014402925	1.426941E+001	126.2687000	0.014402925	-5.534181E+001	0.014402925	1.426941E+001	0.014402925	-8.606861E-001
47	0.014520174	1.427069E+001	125.8444000	0.014520174	-5.633427E+001	0.014520174	1.427069E+001	0.014520174	-8.310716E-001
48	0.014638378	1.427839E+001	125.4290000	0.014638378	-5.748949E+001	0.014638378	1.427839E+001	0.014638378	-7.963269E-001
49	0.014757544	1.427371E+001	125.0045000	0.014757544	-5.609642E+001	0.014757544	1.427371E+001	0.014757544	-7.565331E-001
50	0.014877680	1.427495E+001	124.5455000	0.014877680	-5.656973E+001	0.014877680	1.427495E+001	0.014877680	-7.143303E-001
51	0.014998794	1.427679E+001	124.1116000	0.014998794	-5.660797E+001	0.014998794	1.427679E+001	0.014998794	-6.775573E-001
52	0.015120894	1.427564E+001	123.6901000	0.015120894	-5.551482E+001	0.015120894	1.427564E+001	0.015120894	-6.442641E-001
53	0.015243988	1.427899E+001	123.2599000	0.015243988	-5.536353E+001	0.015243988	1.427899E+001	0.015243988	-6.062270E-001
54	0.015368084	1.428388E+001	122.8023000	0.015368084	-5.508133E+001	0.015368084	1.428388E+001	0.015368084	-5.760779E-001
55	0.015493190	1.427851E+001	122.3556000	0.015493190	-5.678708E+001	0.015493190	1.427851E+001	0.015493190	-5.324708E-001
56	0.015619315	1.427947E+001	121.8883000	0.015619315	-5.568014E+001	0.015619315	1.427947E+001	0.015619315	-5.002528E-001
57	0.015746466	1.428013E+001	121.4272000	0.015746466	-5.281096E+001	0.015746466	1.428013E+001	0.015746466	-4.607633E-001
58	0.015874652	1.428541E+001	120.9417000	0.015874652	-5.508918E+001	0.015874652	1.428541E+001	0.015874652	-4.202532E-001
59	0.016003882	1.428666E+001	120.5033000	0.016003882	-5.483475E+001	0.016003882	1.428666E+001	0.016003882	-3.794991E-001
60	0.016134164	1.428595E+001	120.0220000	0.016134164	-5.406468E+001	0.016134164	1.428595E+001	0.016134164	-3.362963E-001
61	0.016265507	1.429082E+001	119.5565000	0.016265507	-5.599646E+001	0.016265507	1.429082E+001	0.016265507	-3.035210E-001
62	0.016397919	1.429024E+001	119.0646000	0.016397919	-5.550636E+001	0.016397919	1.429024E+001	0.016397919	-2.643470E-001
63	0.016531409	1.428900E+001	118.5834000	0.016531409	-5.418888E+001	0.016531409	1.428900E+001	0.016531409	-2.247988E-001
64	0.016665985	1.429226E+001	118.0698000	0.016665985	-5.389448E+001	0.016665985	1.429226E+001	0.016665985	-1.855230E-001
65	0.016801657	1.429380E+001	117.6155000	0.016801657	-5.528479E+001	0.016801657	1.429380E+001	0.016801657	-1.428290E-001
66	0.016938433	1.429620E+001	117.1184000	0.016938433	-5.290884E+001	0.016938433	1.429620E+001	0.016938433	-1.070502E-001
67	0.017076323	1.429615E+001	116.6298000	0.017076323	-5.404251E+001	0.017076323	1.429615E+001	0.017076323	-6.856307E-002
68	0.017215336	1.429868E+001	116.1001000	0.017215336	-5.398709E+001	0.017215336	1.429868E+001	0.017215336	-2.531140E-002
69	0.017355480	1.429745E+001	115.6073000	0.017355480	-5.300621E+001	0.017355480	1.429745E+001	0.017355480	9.402471E-003
70	0.017496765	1.429902E+001	115.1042000	0.017496765	-5.446626E+001	0.017496765	1.429902E+001	0.017496765	5.837636E-002
71	0.017639200	1.430206E+001	114.5986000	0.017639200	-5.305751E+001	0.017639200	1.430206E+001	0.017639200	9.559118E-002
72	0.017782794	1.430372E+001	114.0631000	0.017782794	-5.416132E+001	0.017782794	1.430372E+001	0.017782794	1.367998E-001
73	0.017927558	1.430395E+001	113.5604000	0.017927558	-5.352645E+001	0.017927558	1.430395E+001	0.017927558	1.715761E-001
74	0.018073500	1.430602E+001	113.0157000	0.018073500	-5.456874E+001	0.018073500	1.430602E+001	0.018073500	2.166108E-001
75	0.018220630	1.430734E+001	112.4848000	0.018220630	-5.489459E+001	0.018220630	1.430734E+001	0.018220630	2.563159E-001
76	0.018368957	1.431118E+001	111.9573000	0.018368957	-5.360457E+001	0.018368957	1.431118E+001	0.018368957	3.018393E-001
77	0.018518493	1.431048E+001	111.4257000	0.018518493	-5.340256E+001	0.018518493	1.431048E+001	0.018518493	3.442268E-001
78	0.018669245	1.431234E+001	110.8862000	0.018669245	-5.367057E+001	0.018669245	1.431234E+001	0.018669245	3.831285E-001
79	0.018821225	1.431944E+001	110.3450000	0.018821225	-5.377762E+001	0.018821225	1.431944E+001	0.018821225	4.229344E-001
80	0.018974442	1.432311E+001	109.8008000	0.018974442	-5.286298E+001	0.018974442	1.432311E+001	0.018974442	4.652337E-001
81	0.019128906	1.428371E+001	109.4463000	0.019128906	-5.251156E+001	0.019128906	1.428371E+001	0.019128906	3.704404E-001
82	0.019284628	1.428609E+001	108.8791000	0.019284628	-5.393096E+001	0.019284628	1.428609E+001	0.019284628	4.094563E-001
83	0.019441617	1.429027E+001	108.2963000	0.019441617	-5.239310E+001	0.019441617	1.429027E+001	0.019441617	4.587692E-001
84	0.019599885	1.429514E+001	107.7877000	0.019599885	-5.449682E+001	0.019599885	1.429514E+001	0.019599885	5.014214E-001
85	0.019759441	1.432700E+001	106.9768000	0.019759441	-5.144936E+001	0.019759441	1.432700E+001	0.019759441	6.769644E-001
86	0.019920295	1.433322E+001	106.3862000	0.019920295	-5.394169E+001	0.019920295	1.433322E+001	0.019920295	7.179581E-001
87	0.020082460	1.433292E+001	105.7710000	0.020082460	-5.377381E+001	0.020082460	1.433292E+001	0.020082460	7.630419E-001
88	0.020245944	1.433531E+001	105.1762000	0.020245944	-5.083781E+001	0.020245944	1.433531E+001	0.020245944	8.090039E-001
89	0.020410759	1.433495E+001	104.5816000	0.020410759	-5.200203E+001	0.020410759	1.433495E+001	0.020410759	8.460782E-001
90	0.020576916	1.433935E+001	104.0162000	0.020576916	-5.242973E+001	0.020576916	1.433935E+001	0.020576916	8.882659E-001
91	0.020744425	1.434137E+001	103.4107000	0.020744425	-5.229560E+001	0.020744425	1.434137E+001	0.020744425	9.265646E-001
92	0.020913298	1.434443E+001	102.7760000	0.020913298	-5.239248E+001	0.020913298	1.434443E+001	0.020913298	9.743962E-001
93	0.021083546	1.434400E+001	102.1667000	0.021083546	-5.170273E+001	0.021083546	1.434400E+001	0.021083546	1.014894E+000
94	0.021255180	1.435382E+001	101.5676000	0.021255180	-5.357959E+001	0.021255180	1.435382E+001	0.021255180	1.060428E+000
95	0.021428211	1.434958E+001	100.9561000	0.021428211	-5.308963E+001	0.021428211	1.434958E+001	0.021428211	1.095404E+000
96	0.021602651	1.435383E+001	100.3264000	0.021602651	-5.112243E+001	0.021602651	1.435383E+001	0.021602651	1.136985E+000
97	0.021778510	1.435607E+001	99.6829500	0.021778510	-5.129756E+001	0.021778510	1.435607E+001	0.021778510	1.187008E+000
98	0.021955802	1.436137E+001	99.0557300	0.021955802	-5.136058E+001	0.021955802	1.436137E+001	0.021955802	1.221853E+000
99	0.022134536	1.436511E+001	98.4014000	0.022134536	-5.271906E+001	0.022134536	1.436511E+001	0.022134536	1.259218E+000
100	0.022314726	1.436351E+001	97.7859600	0.022314726	-5.124216E+001	0.022314726	1.436351E+001	0.022314726	1.300588E+000
101	0.022496382	1.436871E+001	97.1211700	0.022496382	-5.130774E+001	0.022496382	1.436871E+001	0.022496382	1.338191E+000
102	0.022679517	1.436827E+001	96.4793300	0.022679517	-5.027327E+001	0.022679517	1.436827E+001	0.022679517	1.381448E+000
103	0.022864143	1.437400E+001	95.8403900	0.022864143	-5.029444E+001	0.022864143	1.437400E+001	0.022864143	1.409677E+000
104	0.023050272	1.438288E+001	95.1958800	0.023050272	-5.090216E+001	0.023050272	1.438288E+001	0.023050272	1.455672E+000
105	0.023237916	1.438571E+001	94.5330700	0.023237916	-4.978680E+001	0.023237916	1.438571E+001	0.023237916	1.486306E+000
106	0.023427088	1.439080E+001	93.9081100	0.023427088	-4.999903E+001	0.023427088	1.439080E+001	0.023427088	1.518281E+000
107	0.023617800	1.439857E+001	93.2127500	0.023617800	-5.186187E+001	0.023617800	1.439857E+001	0.023617800	1.556090E+000
108	0.023810064	1.440192E+001	92.5399800	0.023810064	-5.088360E+001	0.023810064	1.440192E+001	0.023810064	1.588580E+000
109	0.024003893	1.441077E+001	91.8687500	0.024003893	-5.101988E+001	0.024003893	1.441077E+001	0.024003893	1.624435E+000
110	0.024199301	1.441181E+001	91.1409800	0.024199301	-5.100887E+001	0.024199301	1.441181E+001	0.024199301	1.665389E+000
111	0.024396299	1.441792E+001	90.4347100	0.024396299	-5.013029E+001	0.024396299	1.441792E+001	0.024396299	1.701242E+000
112	0.024594901	1.442467E+001	89.7150300	0.024594901	-5.038349E+001	0.024594901	1.442467E+001	0.024594901	1.747931E+000
113	0.024795119	1.443308E+001	89.0025100	0.024795119	-4.972273E+001	0.024795119	1.443308E+001	0.024795119	1.789629E+000
114	0.024996967	1.443671E+001	88.2775100	0.024996967	-5.134048E+001	0.024996967	1.443671E+001	0.024996967	1.833679E+000
115	0.025200459	1.444038E+001	87.4880400	0.025200459	-4.990654E+001	0.025200459	1.444038E+001	0.025200459	1.892595E+000
116	0.025405607	1.445187E+001	86.7664200	0.025405607	-5.052948E+001	0.025405607	1.445187E+001	0.025405607	1.942854E+000
117	0.025612425	1.445444E+001	85.9801900	0.025612425	-5.085937E+001	0.025612425	1.445444E+001	0.025612425	2.006257E+000
118	0.025820927	1.446487E+001	85.2414600	0.025820927	-4.975163E+001	0.025820927	1.446487E+001	0.025820927	2.054183E+000
119	0.026031126	1.446308E+001	84.4232300	0.026031126	-4.912873E+001	0.026031126	1.446308E+001	0.026031126	2.111624E+000
120	0.026243037	1.447156E+001	83.6665000	0.026243037	-4.974726E+001	0.026243037	1.447156E+001	0.026243037	2.174048E+000
121	0.026456672	1.447320E+001	82.9119000	0.026456672	-5.071638E+001	0.026456672	1.447320E+001	0.026456672	2.226002E+000
122	0.026672046	1.448344E+001	82.0791600	0.026672046	-4.960373E+001	0.026672046	1.448344E+001	0.026672046	2.285676E+000
123	0.026889174	1.448689E+001	81.2810000	0.026889174	-4.955520E+001	0.026889174	1.448689E+001	0.026889174	2.334882E+000
124	0.027108070	1.449796E+001	80.5004100	0.027108070	-5.034935E+001	0.027108070	1.449796E+001	0.027108070	2.389310E+000
125	0.027328747	1.450087E+001	79.6656600	0.027328747	-5.072937E+001	0.027328747	1.450087E+001	0.027328747	2.438614E+000
126	0.027551221	1.450030E+001	78.8545700	0.027551221	-5.054256E+001	0.027551221	1.450030E+001	0.027551221	2.495517E+000
127	0.027775506	1.451002E+001	78.0095800	0.027775506	-5.013446E+001	0.027775506	1.451002E+001	0.027775506	2.549901E+000
128	0.028001616	1.451615E+001	77.1796900	0.028001616	-4.873514E+001	0.028001616	1.451615E+001	0.028001616	2.603536E+000
129	0.028229568	1.451860E+001	76.3699500	0.028229568	-4.943341E+001	0.028229568	1.451860E+001	0.028229568	2.644094E+000
130	0.028459375	1.452262E+001	75.5101400	0.028459375	-4.977869E+001	0.028459375	1.452262E+001	0.028459375	2.697321E+000
131	0.028691052	1.453115E+001	74.6504700	0.028691052	-4.987146E+001	0.028691052	1.453115E+001	0.028691052	2.750813E+000
132	0.028924616	1.453692E+001	73.8016100	0.028924616	-5.070508E+001	0.028924616	1.453692E+001	0.028924616	2.806554E+000
133	0.029160081	1.454046E+001	72.9296100	0.029160081	-4.910634E+001	0.029160081	1.454046E+001	0.029160081	2.852324E+000
134	0.029397463	1.454253E+001	72.0254500	0.029397463	-4.969479E+001	0.029397463	1.454253E+001	0.029397463	2.900610E+000
135	0.029636778	1.454930E+001	71.1536400	0.029636778	-4.847059E+001	0.029636778	1.454930E+001	0.029636778	2.949755E+000
136	0.029878041	1.455840E+001	70.2504700	0.029878041	-4.840579E+001	0.029878041	1.455840E+001	0.029878041	3.002295E+000
137	0.030121267	1.455978E+001	69.3703500	0.030121267	-4.881580E+001	0.030121267	1.455978E+001	0.030121267	3.050665E+000
138	0.030366474	1.457149E+001	68.4152700	0.030366474	-4.922509E+001	0.030366474	1.457149E+001	0.030366474	3.103149E+000
139	0.030613677	1.457281E+001	67.5482300	0.030613677	-4.831860E+001	0.030613677	1.457281E+001	0.030613677	3.147333E+000
140	0.030862892	1.458371E+001	66.6306700	0.030862892	-4.890276E+001	0.030862892	1.458371E+001	0.030862892	3.195715E+000
141	0.031114136	1.458634E+001	65.6920500	0.031114136	-4.817863E+001	0.031114136	1.458634E+001	0.031114136	3.247974E+000
142	0.031367425	1.459194E+001	64.7267800	0.031367425	-4.782837E+001	0.031367425	1.459194E+001	0.031367425	3.297483E+000
143	0.031622777	1.460591E+001	63.7806900	0.031622777	-4.899298E+001	0.031622777	1.460591E+001	0.031622777	3.350702E+000
144	0.031880207	1.460372E+001	62.8501200	0.031880207	-4.907449E+001	0.031880207	1.460372E+001	0.031880207	3.397555E+000
145	0.032139732	1.461546E+001	61.8873300	0.032139732	-4.852291E+001	0.032139732	1.461546E+001	0.032139732	3.441576E+000
146	0.032401371	1.462062E+001	60.8997500	0.032401371	-4.854770E+001	0.032401371	1.462062E+001	0.032401371	3.491047E+000
147	0.032665139	1.462479E+001	59.9191600	0.032665139	-4.807277E+001	0.032665139	1.462479E+001	0.032665139	3.539190E+000
148	0.032931054	1.463287E+001	58.9386100	0.032931054	-4.880735E+001	0.032931054	1.463287E+001	0.032931054	3.590645E+000
149	0.033199134	1.464130E+001	57.9580700	0.033199134	-4.769413E+001	0.033199134	1.464130E+001	0.033199134	3.639719E+000
150	0.033469397	1.465090E+001	56.9407200	0.033469397	-4.704031E+001	0.033469397	1.465090E+001	0.033469397	3.686814E+000
151	0.033741860	1.465496E+001	55.9271600	0.033741860	-4.700842E+001	0.033741860	1.465496E+001	0.033741860	3.730770E+000
152	0.034016540	1.466010E+001	54.9522400	0.034016540	-4.737312E+001	0.034016540	1.466010E+001	0.034016540	3.781883E+000
153	0.034293457	1.466530E+001	53.8863600	0.034293457	-4.861409E+001	0.034293457	1.466530E+001	0.034293457	3.834668E+000
154	0.034572628	1.467928E+001	52.8465300	0.034572628	-4.737908E+001	0.034572628	1.467928E+001	0.034572628	3.876511E+000
155	0.034854072	1.468569E+001	51.8222100	0.034854072	-4.786446E+001	0.034854072	1.468569E+001	0.034854072	3.927466E+000
156	0.035137807	1.469156E+001	50.7584300	0.035137807	-4.697506E+001	0.035137807	1.469156E+001	0.035137807	3.975768E+000
157	0.035423851	1.469774E+001	49.6392600	0.035423851	-4.714420E+001	0.035423851	1.469774E+001	0.035423851	4.017686E+000
158	0.035712224	1.470218E+001	48.6187400	0.035712224	-4.705042E+001	0.035712224	1.470218E+001	0.035712224	4.065290E+000
159	0.036002945	1.471618E+001	47.5053900	0.036002945	-4.687263E+001	0.036002945	1.471618E+001	0.036002945	4.113580E+000
160	0.036296032	1.472346E+001	46.4112000	0.036296032	-4.679067E+001	0.036296032	1.472346E+001	0.036296032	4.167520E+000
161	0.036591506	1.472853E+001	45.3279800	0.036591506	-4.632429E+001	0.036591506	1.472853E+001	0.036591506	4.209507E+000
162	0.036889384	1.473726E+001	44.2434100	0.036889384	-4.757652E+001	0.036889384	1.473726E+001	0.036889384	4.256573E+000
163	0.037189688	1.474695E+001	43.0699500	0.037189688	-4.787556E+001	0.037189688	1.474695E+001	0.037189688	4.293137E+000
164	0.037492436	1.475120E+001	41.9694300	0.037492436	-4.733327E+001	0.037492436	1.475120E+001	0.037492436	4.349049E+000
165	0.037797649	1.476323E+001	40.8517700	0.037797649	-4.654300E+001	0.037797649	1.476323E+001	0.037797649	4.393089E+000
166	0.038105347	1.476697E+001	39.6638900	0.038105347	-4.590498E+001	0.038105347	1.476697E+001	0.038105347	4.435891E+000
167	0.038415549	1.477884E+001	38.5127000	0.038415549	-4.670200E+001	0.038415549	1.477884E+001	0.038415549	4.484020E+000
168	0.038728276	1.478872E+001	37.3235300	0.038728276	-4.629480E+001	0.038728276	1.478872E+001	0.038728276	4.527508E+000
169	0.039043550	1.479682E+001	36.1755900	0.039043550	-4.635235E+001	0.039043550	1.479682E+001	0.039043550	4.567647E+000
170	0.039361390	1.480777E+001	34.9679100	0.039361390	-4.598232E+001	0.039361390	1.480777E+001	0.039361390	4.612365E+000
171	0.039681817	1.481153E+001	33.7669100	0.039681817	-4.671319E+001	0.039681817	1.481153E+001	0.039681817	4.653709E+000
172	0.040004853	1.482495E+001	32.5388400	0.040004853	-4.617231E+001	0.040004853	1.482495E+001	0.040004853	4.692012E+000
173	0.040330518	1.483061E+001	31.3332900	0.040330518	-4.599844E+001	0.040330518	1.483061E+001	0.040330518	4.735795E+000
174	0.040658835	1.484371E+001	30.0880200	0.040658835	-4.615808E+001	0.040658835	1.484371E+001	0.040658835	4.775429E+000
175	0.040989824	1.484985E+001	28.8505500	0.040989824	-4.587930E+001	0.040989824	1.484985E+001	0.040989824	4.822783E+000
176	0.041323508	1.486128E+001	27.5799000	0.041323508	-4.586525E+001	0.041323508	1.486128E+001	0.041323508	4.857349E+000
177	0.041659908	1.487152E+001	26.3337500	0.041659908	-4.615590E+001	0.041659908	1.487152E+001	0.041659908	4.900248E+000
178	0.041999047	1.488211E+001	25.0587500	0.041999047	-4.559300E+001	0.041999047	1.488211E+001	0.041999047	4.941747E+000
179	0.042340947	1.489428E+001	23.7529600	0.042340947	-4.518856E+001	0.042340947	1.489428E+001	0.042340947	4.982595E+000
180	0.042685629	1.490019E+001	22.4149100	0.042685629	-4.570809E+001	0.042685629	1.490019E+001	0.042685629	5.023527E+000
181	0.043033118	1.490899E+001	21.1301000	0.043033118	-4.464561E+001	0.043033118	1.490899E+001	0.043033118	5.063443E+000
182	0.043383436	1.492128E+001	19.7702400	0.043383436	-4.498204E+001	0.043383436	1.492128E+001	0.043383436	5.100976E+000
183	0.043736605	1.493530E+001	18.4291400	0.043736605	-4.483135E+001	0.043736605	1.493530E+001	0.043736605	5.143334E+000
184	0.044092650	1.494759E+001	17.1055900	0.044092650	-4.567650E+001	0.044092650	1.494759E+001	0.044092650	5.184383E+000
185	0.044451592	1.495664E+001	15.7100600	0.044451592	-4.530389E+001	0.044451592	1.495664E+001	0.044451592	5.220416E+000
186	0.044813457	1.496776E+001	14.3695100	0.044813457	-4.532333E+001	0.044813457	1.496776E+001	0.044813457	5.261996E+000
187	0.045178268	1.498042E+001	12.9693500	0.045178268	-4.520142E+001	0.045178268	1.498042E+001	0.045178268	5.302088E+000
188	0.045546048	1.498785E+001	11.5733300	0.045546048	-4.488265E+001	0.045546048	1.498785E+001	0.045546048	5.340515E+000
189	0.045916823	1.500078E+001	10.1644600	0.045916823	-4.500395E+001	0.045916823	1.500078E+001	0.045916823	5.380716E+000
190	0.046290616	1.501100E+001	8.7091090	0.046290616	-4.365092E+001	0.046290616	1.501100E+001	0.046290616	5.419535E+000
191	0.046667451	1.501699E+001	7.2430860	0.046667451	-4.443100E+001	0.046667451	1.501699E+001	0.046667451	5.454492E+000
192	0.047047355	1.503099E+001	5.8058930	0.047047355	-4.365289E+001	0.047047355	1.503099E+001	0.047047355	5.492822E+000
193	0.047430351	1.504453E+001	4.3530500	0.047430351	-4.403866E+001	0.047430351	1.504453E+001	0.047430351	5.529282E+000
194	0.047816465	1.505668E+001	2.8564420	0.047816465	-4.417905E+001	0.047816465	1.505668E+001	0.047816465	5.561059E+000
195	0.048205722	1.506959E+001	1.3027590	0.048205722	-4.386070E+001	0.048205722	1.506959E+001	0.048205722	5.597992E+000
196	0.048598148	1.508097E+001	-0.1522059	0.048598148	-4.352723E+001	0.048598148	1.508097E+001	0.048598148	5.635587E+000
197	0.048993768	1.509555E+001	-1.7383060	0.048993768	-4.408260E+001	0.048993768	1.509555E+001	0.048993768	5.666105E+000
198	0.049392610	1.510348E+001	-3.2709270	0.049392610	-4.368539E+001	0.049392610	1.510348E+001	0.049392610	5.701913E+000
199	0.049794698	1.511813E+001	-4.8123810	0.049794698	-4.392835E+001	0.049794698	1.511813E+001	0.049794698	5.730927E+000
200	0.050200059	1.512467E+001	-6.4110290	0.050200059	-4.409146E+001	0.050200059	1.512467E+001	0.050200059	5.763242E+000
201	0.050608720	1.514293E+001	-8.0098530	0.050608720	-4.382561E+001	0.050608720	1.514293E+001	0.050608720	5.795982E+000
202	0.051020708	1.515608E+001	-9.6259670	0.051020708	-4.352240E+001	0.051020708	1.515608E+001	0.051020708	5.825366E+000
