!9/13/2017.11:18:21.AM
!RF.CORRECTION: 12.TERM.CAL
!AVERAGING.OFF
!IF.BANDWIDTH: 1KHZ
!NUMBER.OF.TRACES: 4
!TRACE:       	TRACE.1           	TRACE.2           	TRACE.3           	TRACE.4           
!PARAMETER:   	S11               	S12               	S21               	S22               
!GRAPH:       	LOGMAG            	LOGMAG            	LOGMAG.PHASE      	LOGMAG            
!SMOOTHING:   	OFF               	OFF               	OFF               	OFF               
!TIMEDOMAIN:  	NOT.INSTALLED     	NOT.INSTALLED     	NOT.INSTALLED     	NOT.INSTALLED     
PNT	FREQ1.GHZ	LOGMAG1	FREQ2.GHZ	LOGMAG2	FREQ3.GHZ	LOGMAG3	PHASE3.DEG	FREQ4.GHZ	LOGMAG4
177	0.003372873	-3.197397E+001	0.003372873	-8.242110E+001	0.003372873	-5.961093E+000	178.6205000	0.003372873	-3.064848E+001
178	0.003396253	-3.199547E+001	0.003396253	-8.452255E+001	0.003396253	-5.957114E+000	178.5987000	0.003396253	-3.064988E+001
179	0.003419794	-3.199975E+001	0.003419794	-8.956306E+001	0.003419794	-5.961056E+000	178.5799000	0.003419794	-3.064493E+001
180	0.003443499	-3.197746E+001	0.003443499	-7.864373E+001	0.003443499	-5.953451E+000	178.5661000	0.003443499	-3.063985E+001
181	0.003467369	-3.200470E+001	0.003467369	-8.684047E+001	0.003467369	-5.954929E+000	178.5702000	0.003467369	-3.064205E+001
182	0.003491403	-3.199814E+001	0.003491403	-8.919974E+001	0.003491403	-5.952939E+000	178.5718000	0.003491403	-3.064011E+001
183	0.003515604	-3.199064E+001	0.003515604	-8.622092E+001	0.003515604	-5.948427E+000	178.5226000	0.003515604	-3.062888E+001
184	0.003539973	-3.198425E+001	0.003539973	-9.010915E+001	0.003539973	-5.954729E+000	178.5100000	0.003539973	-3.063712E+001
185	0.003564511	-3.196273E+001	0.003564511	-8.185963E+001	0.003564511	-5.955880E+000	178.5084000	0.003564511	-3.065817E+001
186	0.003589219	-3.195674E+001	0.003589219	-1.009333E+002	0.003589219	-5.956216E+000	178.4836000	0.003589219	-3.064605E+001
187	0.003614099	-3.201633E+001	0.003614099	-8.362653E+001	0.003614099	-5.950113E+000	178.4948000	0.003614099	-3.065592E+001
188	0.003639150	-3.199493E+001	0.003639150	-9.277075E+001	0.003639150	-5.952481E+000	178.4574000	0.003639150	-3.067417E+001
189	0.003664376	-3.196742E+001	0.003664376	-8.198898E+001	0.003664376	-5.949392E+000	178.4488000	0.003664376	-3.066645E+001
190	0.003689776	-3.200681E+001	0.003689776	-8.619543E+001	0.003689776	-5.944845E+000	178.4540000	0.003689776	-3.066824E+001
191	0.003715352	-3.197135E+001	0.003715352	-9.727039E+001	0.003715352	-5.948148E+000	178.3930000	0.003715352	-3.064725E+001
192	0.003741106	-3.199524E+001	0.003741106	-9.183293E+001	0.003741106	-5.948431E+000	178.4248000	0.003741106	-3.065981E+001
193	0.003767038	-3.200138E+001	0.003767038	-8.978319E+001	0.003767038	-5.946314E+000	178.3839000	0.003767038	-3.064621E+001
194	0.003793150	-3.201919E+001	0.003793150	-8.491329E+001	0.003793150	-5.947773E+000	178.3887000	0.003793150	-3.069020E+001
195	0.003819443	-3.202844E+001	0.003819443	-8.717537E+001	0.003819443	-5.944294E+000	178.3489000	0.003819443	-3.065442E+001
196	0.003845918	-3.199232E+001	0.003845918	-9.870891E+001	0.003845918	-5.946970E+000	178.3695000	0.003845918	-3.065628E+001
197	0.003872576	-3.198104E+001	0.003872576	-8.601846E+001	0.003872576	-5.945180E+000	178.3229000	0.003872576	-3.067865E+001
198	0.003899420	-3.198721E+001	0.003899420	-9.091493E+001	0.003899420	-5.945131E+000	178.3378000	0.003899420	-3.068385E+001
199	0.003926449	-3.198555E+001	0.003926449	-8.815659E+001	0.003926449	-5.947232E+000	178.2927000	0.003926449	-3.065320E+001
200	0.003953666	-3.198996E+001	0.003953666	-8.162171E+001	0.003953666	-5.947940E+000	178.2886000	0.003953666	-3.064966E+001
201	0.003981072	-3.197204E+001	0.003981072	-8.191232E+001	0.003981072	-5.946034E+000	178.2980000	0.003981072	-3.064625E+001
202	0.004008667	-3.196640E+001	0.004008667	-8.500600E+001	0.004008667	-5.949393E+000	178.2401000	0.004008667	-3.067625E+001
203	0.004036454	-3.197756E+001	0.004036454	-8.276709E+001	0.004036454	-5.947816E+000	178.2685000	0.004036454	-3.065100E+001
204	0.004064433	-3.197034E+001	0.004064433	-8.939005E+001	0.004064433	-5.947237E+000	178.2322000	0.004064433	-3.067954E+001
205	0.004092607	-3.199243E+001	0.004092607	-8.442853E+001	0.004092607	-5.951080E+000	178.2192000	0.004092607	-3.067669E+001
206	0.004120975	-3.195978E+001	0.004120975	-8.250813E+001	0.004120975	-5.948231E+000	178.1893000	0.004120975	-3.065969E+001
207	0.004149540	-3.198394E+001	0.004149540	-9.802663E+001	0.004149540	-5.944738E+000	178.1997000	0.004149540	-3.065239E+001
208	0.004178304	-3.198455E+001	0.004178304	-9.461382E+001	0.004178304	-5.942711E+000	178.1512000	0.004178304	-3.068211E+001
209	0.004207266	-3.196564E+001	0.004207266	-8.651749E+001	0.004207266	-5.949445E+000	178.1639000	0.004207266	-3.065361E+001
210	0.004236430	-3.195856E+001	0.004236430	-8.628475E+001	0.004236430	-5.951691E+000	178.1385000	0.004236430	-3.063638E+001
211	0.004265795	-3.196076E+001	0.004265795	-9.147092E+001	0.004265795	-5.951140E+000	178.1373000	0.004265795	-3.064212E+001
212	0.004295364	-3.196995E+001	0.004295364	-8.422677E+001	0.004295364	-5.950558E+000	178.0994000	0.004295364	-3.065659E+001
213	0.004325138	-3.195200E+001	0.004325138	-8.584171E+001	0.004325138	-5.947809E+000	178.1004000	0.004325138	-3.064023E+001
214	0.004355119	-3.194708E+001	0.004355119	-8.671378E+001	0.004355119	-5.945734E+000	178.0977000	0.004355119	-3.064557E+001
215	0.004385307	-3.195791E+001	0.004385307	-8.579091E+001	0.004385307	-5.944033E+000	178.1085000	0.004385307	-3.068058E+001
216	0.004415704	-3.195005E+001	0.004415704	-8.297410E+001	0.004415704	-5.949284E+000	178.0588000	0.004415704	-3.067057E+001
217	0.004446313	-3.195339E+001	0.004446313	-8.585138E+001	0.004446313	-5.944547E+000	178.0463000	0.004446313	-3.066247E+001
218	0.004477133	-3.198951E+001	0.004477133	-7.934308E+001	0.004477133	-5.948228E+000	178.0010000	0.004477133	-3.063892E+001
219	0.004508167	-3.194619E+001	0.004508167	-8.339271E+001	0.004508167	-5.945949E+000	178.0281000	0.004508167	-3.063965E+001
220	0.004539416	-3.196072E+001	0.004539416	-8.692494E+001	0.004539416	-5.944808E+000	177.9956000	0.004539416	-3.066002E+001
221	0.004570882	-3.195072E+001	0.004570882	-8.580116E+001	0.004570882	-5.945539E+000	177.9465000	0.004570882	-3.064720E+001
222	0.004602566	-3.195124E+001	0.004602566	-8.332246E+001	0.004602566	-5.945971E+000	177.8976000	0.004602566	-3.064363E+001
223	0.004634469	-3.194686E+001	0.004634469	-7.889931E+001	0.004634469	-5.940738E+000	177.9106000	0.004634469	-3.064905E+001
224	0.004666594	-3.194779E+001	0.004666594	-8.765685E+001	0.004666594	-5.944445E+000	177.8761000	0.004666594	-3.064794E+001
225	0.004698941	-3.195176E+001	0.004698941	-8.696274E+001	0.004698941	-5.943172E+000	177.8939000	0.004698941	-3.063772E+001
226	0.004731513	-3.198642E+001	0.004731513	-8.225387E+001	0.004731513	-5.937110E+000	177.8707000	0.004731513	-3.064279E+001
227	0.004764310	-3.196113E+001	0.004764310	-8.389004E+001	0.004764310	-5.944857E+000	177.8436000	0.004764310	-3.064292E+001
228	0.004797334	-3.197114E+001	0.004797334	-8.557117E+001	0.004797334	-5.940414E+000	177.8165000	0.004797334	-3.066253E+001
229	0.004830588	-3.196235E+001	0.004830588	-9.776215E+001	0.004830588	-5.945346E+000	177.8006000	0.004830588	-3.066574E+001
230	0.004864072	-3.195989E+001	0.004864072	-8.309325E+001	0.004864072	-5.942502E+000	177.7982000	0.004864072	-3.062906E+001
231	0.004897788	-3.195277E+001	0.004897788	-7.892647E+001	0.004897788	-5.947144E+000	177.7664000	0.004897788	-3.062079E+001
232	0.004931738	-3.196351E+001	0.004931738	-8.301100E+001	0.004931738	-5.940879E+000	177.7443000	0.004931738	-3.063572E+001
233	0.004965923	-3.192111E+001	0.004965923	-9.216481E+001	0.004965923	-5.943048E+000	177.7473000	0.004965923	-3.064028E+001
234	0.005000345	-3.196902E+001	0.005000345	-8.124899E+001	0.005000345	-5.937933E+000	177.7075000	0.005000345	-3.064649E+001
235	0.005035006	-3.192898E+001	0.005035006	-8.400850E+001	0.005035006	-5.937378E+000	177.7083000	0.005035006	-3.063495E+001
236	0.005069907	-3.192275E+001	0.005069907	-9.076878E+001	0.005069907	-5.944302E+000	177.6781000	0.005069907	-3.063631E+001
237	0.005105050	-3.192897E+001	0.005105050	-8.711115E+001	0.005105050	-5.943279E+000	177.6494000	0.005105050	-3.062181E+001
238	0.005140437	-3.194121E+001	0.005140437	-8.078042E+001	0.005140437	-5.942784E+000	177.6589000	0.005140437	-3.064083E+001
239	0.005176068	-3.192449E+001	0.005176068	-8.593700E+001	0.005176068	-5.939787E+000	177.5994000	0.005176068	-3.063210E+001
240	0.005211947	-3.193909E+001	0.005211947	-7.999069E+001	0.005211947	-5.939437E+000	177.6559000	0.005211947	-3.062657E+001
241	0.005248075	-3.194763E+001	0.005248075	-8.286648E+001	0.005248075	-5.935044E+000	177.5970000	0.005248075	-3.063808E+001
242	0.005284453	-3.194119E+001	0.005284453	-8.831001E+001	0.005284453	-5.934794E+000	177.5831000	0.005284453	-3.062752E+001
243	0.005321083	-3.192814E+001	0.005321083	-8.293863E+001	0.005321083	-5.938373E+000	177.5477000	0.005321083	-3.062328E+001
244	0.005357967	-3.193969E+001	0.005357967	-8.042165E+001	0.005357967	-5.941980E+000	177.5501000	0.005357967	-3.061111E+001
245	0.005395106	-3.194009E+001	0.005395106	-8.780758E+001	0.005395106	-5.938894E+000	177.5094000	0.005395106	-3.060005E+001
246	0.005432503	-3.192117E+001	0.005432503	-8.090546E+001	0.005432503	-5.938123E+000	177.5077000	0.005432503	-3.063349E+001
247	0.005470160	-3.192912E+001	0.005470160	-8.309898E+001	0.005470160	-5.940700E+000	177.4853000	0.005470160	-3.059817E+001
248	0.005508077	-3.192365E+001	0.005508077	-9.316843E+001	0.005508077	-5.933962E+000	177.4756000	0.005508077	-3.062535E+001
249	0.005546257	-3.193334E+001	0.005546257	-7.959950E+001	0.005546257	-5.934455E+000	177.4660000	0.005546257	-3.060575E+001
250	0.005584702	-3.195209E+001	0.005584702	-8.604750E+001	0.005584702	-5.937780E+000	177.4607000	0.005584702	-3.060654E+001
251	0.005623413	-3.192746E+001	0.005623413	-8.678636E+001	0.005623413	-5.933248E+000	177.4379000	0.005623413	-3.060002E+001
252	0.005662393	-3.193147E+001	0.005662393	-8.841341E+001	0.005662393	-5.934689E+000	177.3833000	0.005662393	-3.058433E+001
253	0.005701643	-3.191323E+001	0.005701643	-8.259548E+001	0.005701643	-5.937464E+000	177.4208000	0.005701643	-3.059239E+001
254	0.005741165	-3.193804E+001	0.005741165	-8.108288E+001	0.005741165	-5.934100E+000	177.3419000	0.005741165	-3.060809E+001
255	0.005780960	-3.193146E+001	0.005780960	-9.270322E+001	0.005780960	-5.931369E+000	177.3678000	0.005780960	-3.059941E+001
256	0.005821032	-3.194705E+001	0.005821032	-8.409807E+001	0.005821032	-5.932294E+000	177.3204000	0.005821032	-3.060730E+001
257	0.005861382	-3.192687E+001	0.005861382	-8.347394E+001	0.005861382	-5.933016E+000	177.2728000	0.005861382	-3.058393E+001
258	0.005902011	-3.193658E+001	0.005902011	-8.547200E+001	0.005902011	-5.932289E+000	177.2711000	0.005902011	-3.058082E+001
259	0.005942922	-3.192386E+001	0.005942922	-8.216792E+001	0.005942922	-5.932584E+000	177.2305000	0.005942922	-3.060448E+001
260	0.005984116	-3.194042E+001	0.005984116	-8.456596E+001	0.005984116	-5.930752E+000	177.2261000	0.005984116	-3.057595E+001
261	0.006025596	-3.191429E+001	0.006025596	-8.398727E+001	0.006025596	-5.931218E+000	177.1935000	0.006025596	-3.059335E+001
262	0.006067363	-3.190619E+001	0.006067363	-8.294026E+001	0.006067363	-5.933380E+000	177.1970000	0.006067363	-3.058368E+001
263	0.006109420	-3.191607E+001	0.006109420	-8.956559E+001	0.006109420	-5.928269E+000	177.1509000	0.006109420	-3.057265E+001
264	0.006151769	-3.193366E+001	0.006151769	-8.351775E+001	0.006151769	-5.927299E+000	177.1425000	0.006151769	-3.054879E+001
265	0.006194411	-3.194537E+001	0.006194411	-8.331196E+001	0.006194411	-5.931197E+000	177.1407000	0.006194411	-3.056509E+001
266	0.006237348	-3.192655E+001	0.006237348	-8.642559E+001	0.006237348	-5.927920E+000	177.1164000	0.006237348	-3.057839E+001
267	0.006280584	-3.193712E+001	0.006280584	-8.232262E+001	0.006280584	-5.935004E+000	177.0854000	0.006280584	-3.057046E+001
268	0.006324119	-3.190544E+001	0.006324119	-8.195873E+001	0.006324119	-5.930812E+000	177.0509000	0.006324119	-3.056528E+001
269	0.006367955	-3.191217E+001	0.006367955	-8.331967E+001	0.006367955	-5.927402E+000	177.0582000	0.006367955	-3.054522E+001
270	0.006412096	-3.192070E+001	0.006412096	-7.929557E+001	0.006412096	-5.926264E+000	177.0205000	0.006412096	-3.055402E+001
271	0.006456542	-3.193216E+001	0.006456542	-8.273911E+001	0.006456542	-5.932943E+000	176.9824000	0.006456542	-3.053842E+001
272	0.006501297	-3.192441E+001	0.006501297	-8.305994E+001	0.006501297	-5.929385E+000	176.9723000	0.006501297	-3.055983E+001
273	0.006546362	-3.192178E+001	0.006546362	-8.501172E+001	0.006546362	-5.926933E+000	176.9567000	0.006546362	-3.054032E+001
274	0.006591739	-3.192205E+001	0.006591739	-8.556363E+001	0.006591739	-5.930065E+000	176.9369000	0.006591739	-3.055260E+001
275	0.006637431	-3.191559E+001	0.006637431	-8.249866E+001	0.006637431	-5.927773E+000	176.9041000	0.006637431	-3.052527E+001
276	0.006683439	-3.193479E+001	0.006683439	-8.259072E+001	0.006683439	-5.926218E+000	176.8529000	0.006683439	-3.053823E+001
277	0.006729767	-3.191082E+001	0.006729767	-8.161969E+001	0.006729767	-5.926232E+000	176.8583000	0.006729767	-3.053215E+001
278	0.006776415	-3.192579E+001	0.006776415	-8.319581E+001	0.006776415	-5.925059E+000	176.8078000	0.006776415	-3.052896E+001
279	0.006823387	-3.191096E+001	0.006823387	-8.569045E+001	0.006823387	-5.926161E+000	176.7504000	0.006823387	-3.051521E+001
280	0.006870684	-3.192034E+001	0.006870684	-8.256980E+001	0.006870684	-5.919018E+000	176.7343000	0.006870684	-3.052178E+001
281	0.006918310	-3.193837E+001	0.006918310	-8.515649E+001	0.006918310	-5.921516E+000	176.7313000	0.006918310	-3.052794E+001
282	0.006966265	-3.189508E+001	0.006966265	-8.311507E+001	0.006966265	-5.923510E+000	176.7021000	0.006966265	-3.050583E+001
283	0.007014553	-3.189922E+001	0.007014553	-8.557290E+001	0.007014553	-5.914316E+000	176.6541000	0.007014553	-3.052489E+001
284	0.007063176	-3.193335E+001	0.007063176	-8.636883E+001	0.007063176	-5.918063E+000	176.6311000	0.007063176	-3.049559E+001
285	0.007112135	-3.189393E+001	0.007112135	-8.324799E+001	0.007112135	-5.920438E+000	176.6330000	0.007112135	-3.052132E+001
286	0.007161434	-3.193960E+001	0.007161434	-8.135477E+001	0.007161434	-5.920979E+000	176.6119000	0.007161434	-3.051117E+001
287	0.007211075	-3.191180E+001	0.007211075	-8.012590E+001	0.007211075	-5.917661E+000	176.5880000	0.007211075	-3.050255E+001
288	0.007261060	-3.191552E+001	0.007261060	-8.181494E+001	0.007261060	-5.916650E+000	176.5770000	0.007261060	-3.049717E+001
289	0.007311391	-3.191714E+001	0.007311391	-8.278677E+001	0.007311391	-5.918664E+000	176.5340000	0.007311391	-3.048562E+001
290	0.007362071	-3.192089E+001	0.007362071	-8.152528E+001	0.007362071	-5.917982E+000	176.5310000	0.007362071	-3.048850E+001
291	0.007413102	-3.190644E+001	0.007413102	-8.320453E+001	0.007413102	-5.917638E+000	176.4808000	0.007413102	-3.047172E+001
292	0.007464488	-3.190573E+001	0.007464488	-8.125215E+001	0.007464488	-5.914312E+000	176.4762000	0.007464488	-3.048964E+001
293	0.007516229	-3.189787E+001	0.007516229	-8.096623E+001	0.007516229	-5.911427E+000	176.4476000	0.007516229	-3.047099E+001
294	0.007568329	-3.192515E+001	0.007568329	-8.267760E+001	0.007568329	-5.909417E+000	176.4282000	0.007568329	-3.045491E+001
295	0.007620790	-3.191318E+001	0.007620790	-8.608919E+001	0.007620790	-5.904567E+000	176.3939000	0.007620790	-3.045499E+001
296	0.007673615	-3.189590E+001	0.007673615	-8.175851E+001	0.007673615	-5.911532E+000	176.3715000	0.007673615	-3.043501E+001
297	0.007726806	-3.191485E+001	0.007726806	-8.112802E+001	0.007726806	-5.910008E+000	176.3455000	0.007726806	-3.043990E+001
298	0.007780366	-3.190495E+001	0.007780366	-8.051242E+001	0.007780366	-5.904785E+000	176.3224000	0.007780366	-3.045110E+001
299	0.007834296	-3.190552E+001	0.007834296	-8.255113E+001	0.007834296	-5.907629E+000	176.3199000	0.007834296	-3.044061E+001
300	0.007888601	-3.189382E+001	0.007888601	-8.081206E+001	0.007888601	-5.908076E+000	176.2593000	0.007888601	-3.045193E+001
301	0.007943282	-3.191040E+001	0.007943282	-8.110282E+001	0.007943282	-5.906047E+000	176.2293000	0.007943282	-3.042867E+001
302	0.007998343	-3.193097E+001	0.007998343	-7.916075E+001	0.007998343	-5.904095E+000	176.2001000	0.007998343	-3.043206E+001
303	0.008053784	-3.191658E+001	0.008053784	-8.234766E+001	0.008053784	-5.901458E+000	176.1330000	0.008053784	-3.043542E+001
304	0.008109611	-3.190487E+001	0.008109611	-8.499213E+001	0.008109611	-5.906560E+000	176.1604000	0.008109611	-3.043169E+001
305	0.008165824	-3.189482E+001	0.008165824	-8.020721E+001	0.008165824	-5.902374E+000	176.0976000	0.008165824	-3.040458E+001
306	0.008222426	-3.190414E+001	0.008222426	-8.248811E+001	0.008222426	-5.900276E+000	176.0827000	0.008222426	-3.039473E+001
307	0.008279422	-3.190872E+001	0.008279422	-7.981561E+001	0.008279422	-5.901918E+000	176.0694000	0.008279422	-3.039541E+001
308	0.008336812	-3.191418E+001	0.008336812	-8.043538E+001	0.008336812	-5.896335E+000	176.0314000	0.008336812	-3.038522E+001
309	0.008394600	-3.190990E+001	0.008394600	-8.183766E+001	0.008394600	-5.895675E+000	176.0023000	0.008394600	-3.039514E+001
310	0.008452788	-3.189853E+001	0.008452788	-8.239148E+001	0.008452788	-5.898069E+000	175.9497000	0.008452788	-3.037870E+001
311	0.008511380	-3.190395E+001	0.008511380	-8.203050E+001	0.008511380	-5.898753E+000	175.9406000	0.008511380	-3.038936E+001
312	0.008570378	-3.190277E+001	0.008570378	-8.226861E+001	0.008570378	-5.896983E+000	175.9441000	0.008570378	-3.038552E+001
313	0.008629785	-3.191269E+001	0.008629785	-8.025050E+001	0.008629785	-5.892340E+000	175.8581000	0.008629785	-3.037314E+001
314	0.008689604	-3.189176E+001	0.008689604	-7.984355E+001	0.008689604	-5.891342E+000	175.8569000	0.008689604	-3.036607E+001
315	0.008749838	-3.189066E+001	0.008749838	-8.343324E+001	0.008749838	-5.891677E+000	175.8139000	0.008749838	-3.034724E+001
316	0.008810489	-3.191307E+001	0.008810489	-8.027993E+001	0.008810489	-5.890055E+000	175.8223000	0.008810489	-3.035509E+001
317	0.008871560	-3.188654E+001	0.008871560	-8.205824E+001	0.008871560	-5.891856E+000	175.7395000	0.008871560	-3.033804E+001
318	0.008933055	-3.190250E+001	0.008933055	-8.063249E+001	0.008933055	-5.888801E+000	175.7420000	0.008933055	-3.034184E+001
319	0.008994976	-3.188360E+001	0.008994976	-8.115090E+001	0.008994976	-5.887505E+000	175.7080000	0.008994976	-3.033014E+001
320	0.009057326	-3.187471E+001	0.009057326	-8.194691E+001	0.009057326	-5.885047E+000	175.6984000	0.009057326	-3.032271E+001
321	0.009120108	-3.187966E+001	0.009120108	-7.822654E+001	0.009120108	-5.887048E+000	175.6395000	0.009120108	-3.030245E+001
322	0.009183326	-3.188186E+001	0.009183326	-8.078493E+001	0.009183326	-5.882788E+000	175.6279000	0.009183326	-3.029557E+001
323	0.009246982	-3.189044E+001	0.009246982	-8.120230E+001	0.009246982	-5.884390E+000	175.5768000	0.009246982	-3.030922E+001
324	0.009311079	-3.190635E+001	0.009311079	-8.050854E+001	0.009311079	-5.886047E+000	175.5591000	0.009311079	-3.030387E+001
325	0.009375620	-3.189338E+001	0.009375620	-7.702995E+001	0.009375620	-5.880630E+000	175.5195000	0.009375620	-3.029479E+001
326	0.009440609	-3.186158E+001	0.009440609	-7.838429E+001	0.009440609	-5.885349E+000	175.5255000	0.009440609	-3.028993E+001
327	0.009506048	-3.186228E+001	0.009506048	-8.188361E+001	0.009506048	-5.884573E+000	175.5240000	0.009506048	-3.028003E+001
328	0.009571941	-3.187072E+001	0.009571941	-7.929169E+001	0.009571941	-5.880692E+000	175.4634000	0.009571941	-3.026362E+001
329	0.009638290	-3.188456E+001	0.009638290	-7.699232E+001	0.009638290	-5.879723E+000	175.4456000	0.009638290	-3.024954E+001
330	0.009705100	-3.187431E+001	0.009705100	-7.799482E+001	0.009705100	-5.878382E+000	175.4253000	0.009705100	-3.027015E+001
331	0.009772372	-3.187988E+001	0.009772372	-7.834908E+001	0.009772372	-5.877614E+000	175.3820000	0.009772372	-3.024860E+001
332	0.009840111	-3.187378E+001	0.009840111	-7.908443E+001	0.009840111	-5.872811E+000	175.3503000	0.009840111	-3.023730E+001
333	0.009908319	-3.186742E+001	0.009908319	-7.832956E+001	0.009908319	-5.872648E+000	175.3026000	0.009908319	-3.024008E+001
334	0.009977001	-3.186647E+001	0.009977001	-7.774958E+001	0.009977001	-5.872484E+000	175.2784000	0.009977001	-3.022829E+001
335	0.010046158	-3.187341E+001	0.010046158	-7.842180E+001	0.010046158	-5.864706E+000	175.2379000	0.010046158	-3.019874E+001
336	0.010115795	-3.188893E+001	0.010115795	-7.692128E+001	0.010115795	-5.869454E+000	175.1852000	0.010115795	-3.021307E+001
337	0.010185914	-3.188893E+001	0.010185914	-7.889001E+001	0.010185914	-5.864717E+000	175.1544000	0.010185914	-3.021333E+001
338	0.010256519	-3.186090E+001	0.010256519	-7.768060E+001	0.010256519	-5.859390E+000	175.0992000	0.010256519	-3.018585E+001
339	0.010327614	-3.185728E+001	0.010327614	-7.882745E+001	0.010327614	-5.865464E+000	175.0877000	0.010327614	-3.018397E+001
340	0.010399202	-3.185230E+001	0.010399202	-7.980114E+001	0.010399202	-5.860397E+000	175.0387000	0.010399202	-3.017039E+001
341	0.010471285	-3.186496E+001	0.010471285	-7.649712E+001	0.010471285	-5.857134E+000	174.9977000	0.010471285	-3.017029E+001
342	0.010543869	-3.186852E+001	0.010543869	-7.606550E+001	0.010543869	-5.856139E+000	174.9634000	0.010543869	-3.015031E+001
343	0.010616956	-3.187522E+001	0.010616956	-7.916422E+001	0.010616956	-5.856251E+000	174.9289000	0.010616956	-3.013649E+001
344	0.010690549	-3.188126E+001	0.010690549	-7.799026E+001	0.010690549	-5.854279E+000	174.8925000	0.010690549	-3.013109E+001
345	0.010764652	-3.189475E+001	0.010764652	-7.685226E+001	0.010764652	-5.851575E+000	174.8184000	0.010764652	-3.012693E+001
346	0.010839269	-3.187725E+001	0.010839269	-7.769813E+001	0.010839269	-5.848120E+000	174.7985000	0.010839269	-3.011664E+001
347	0.010914403	-3.186071E+001	0.010914403	-8.065358E+001	0.010914403	-5.848207E+000	174.7838000	0.010914403	-3.010614E+001
348	0.010990058	-3.185753E+001	0.010990058	-7.788384E+001	0.010990058	-5.847975E+000	174.7555000	0.010990058	-3.009401E+001
349	0.011066238	-3.186401E+001	0.011066238	-7.833922E+001	0.011066238	-5.847900E+000	174.7092000	0.011066238	-3.009805E+001
350	0.011142945	-3.182772E+001	0.011142945	-7.646801E+001	0.011142945	-5.844597E+000	174.6851000	0.011142945	-3.006800E+001
351	0.011220185	-3.186507E+001	0.011220185	-7.840432E+001	0.011220185	-5.843624E+000	174.6427000	0.011220185	-3.005790E+001
352	0.011297959	-3.184080E+001	0.011297959	-7.930254E+001	0.011297959	-5.844367E+000	174.5917000	0.011297959	-3.005749E+001
353	0.011376273	-3.184082E+001	0.011376273	-7.869420E+001	0.011376273	-5.837079E+000	174.5717000	0.011376273	-3.004301E+001
354	0.011455129	-3.184454E+001	0.011455129	-7.978660E+001	0.011455129	-5.838554E+000	174.5256000	0.011455129	-3.004699E+001
355	0.011534533	-3.183865E+001	0.011534533	-7.701278E+001	0.011534533	-5.835936E+000	174.4765000	0.011534533	-3.002943E+001
356	0.011614486	-3.183347E+001	0.011614486	-7.705989E+001	0.011614486	-5.838230E+000	174.4407000	0.011614486	-3.002525E+001
357	0.011694994	-3.184457E+001	0.011694994	-7.668825E+001	0.011694994	-5.828233E+000	174.4106000	0.011694994	-3.000235E+001
358	0.011776060	-3.185369E+001	0.011776060	-7.854182E+001	0.011776060	-5.831716E+000	174.3670000	0.011776060	-2.999695E+001
359	0.011857687	-3.184514E+001	0.011857687	-7.648878E+001	0.011857687	-5.828402E+000	174.3156000	0.011857687	-2.998964E+001
360	0.011939881	-3.184079E+001	0.011939881	-7.666662E+001	0.011939881	-5.825436E+000	174.2937000	0.011939881	-2.998998E+001
361	0.012022644	-3.184016E+001	0.012022644	-7.864140E+001	0.012022644	-5.822635E+000	174.2414000	0.012022644	-2.996847E+001
362	0.012105981	-3.183830E+001	0.012105981	-7.894899E+001	0.012105981	-5.821579E+000	174.1831000	0.012105981	-2.996037E+001
363	0.012189896	-3.183932E+001	0.012189896	-7.877625E+001	0.012189896	-5.818388E+000	174.1513000	0.012189896	-2.994374E+001
364	0.012274392	-3.183499E+001	0.012274392	-7.789348E+001	0.012274392	-5.818813E+000	174.1082000	0.012274392	-2.991444E+001
365	0.012359474	-3.181441E+001	0.012359474	-7.752483E+001	0.012359474	-5.816528E+000	174.0630000	0.012359474	-2.992334E+001
366	0.012445146	-3.183723E+001	0.012445146	-7.672014E+001	0.012445146	-5.812393E+000	174.0112000	0.012445146	-2.990235E+001
367	0.012531412	-3.182531E+001	0.012531412	-7.763046E+001	0.012531412	-5.814372E+000	173.9645000	0.012531412	-2.988295E+001
368	0.012618275	-3.182919E+001	0.012618275	-7.793699E+001	0.012618275	-5.811064E+000	173.9232000	0.012618275	-2.989181E+001
369	0.012705741	-3.182571E+001	0.012705741	-7.641384E+001	0.012705741	-5.807727E+000	173.8983000	0.012705741	-2.987456E+001
370	0.012793813	-3.183039E+001	0.012793813	-7.735818E+001	0.012793813	-5.809052E+000	173.8359000	0.012793813	-2.986620E+001
371	0.012882496	-3.183067E+001	0.012882496	-7.589656E+001	0.012882496	-5.800944E+000	173.7705000	0.012882496	-2.984785E+001
372	0.012971793	-3.182028E+001	0.012971793	-7.645179E+001	0.012971793	-5.799675E+000	173.7414000	0.012971793	-2.981931E+001
373	0.013061709	-3.181882E+001	0.013061709	-7.797449E+001	0.013061709	-5.800269E+000	173.7071000	0.013061709	-2.982712E+001
374	0.013152248	-3.183388E+001	0.013152248	-7.593819E+001	0.013152248	-5.796005E+000	173.6677000	0.013152248	-2.980304E+001
375	0.013243415	-3.180043E+001	0.013243415	-7.785194E+001	0.013243415	-5.795593E+000	173.5732000	0.013243415	-2.978654E+001
376	0.013335214	-3.181725E+001	0.013335214	-7.644183E+001	0.013335214	-5.790114E+000	173.5976000	0.013335214	-2.978092E+001
